County,State,Value,Category Range,Year
Uinta,WY,65.4,32.2 - 154.8 (644),2013-2015
Uintah,UT,135.9,32.2 - 154.8 (644),2013-2015
Ulster,NY,153.2,32.2 - 154.8 (644),2013-2015
Umatilla,OR,330.8,302.3 - 933.8 (643),2013-2015
Unicoi,TN,175.8,154.9 - 196.9 (643),2013-2015
Union,IL,66.4,32.2 - 154.8 (644),2013-2015
Union,GA,80,32.2 - 154.8 (644),2013-2015
Union,NC,124.8,32.2 - 154.8 (644),2013-2015
Union,PA,127.2,32.2 - 154.8 (644),2013-2015
Union,NJ,195.6,154.9 - 196.9 (643),2013-2015
Union,OR,199.8,197.0 - 240.1 (647),2013-2015
Union,NM,203,197.0 - 240.1 (647),2013-2015
Union,IN,208,197.0 - 240.1 (647),2013-2015
Union,SD,211.7,197.0 - 240.1 (647),2013-2015
Union,AR,215.2,197.0 - 240.1 (647),2013-2015
Union,OH,270.1,240.2 - 302.2 (640),2013-2015
Union,TN,278.6,240.2 - 302.2 (640),2013-2015
Union,IA,313.9,302.3 - 933.8 (643),2013-2015
Union,KY,314.5,302.3 - 933.8 (643),2013-2015
Union,MS,319.8,302.3 - 933.8 (643),2013-2015
Union,SC,375.1,302.3 - 933.8 (643),2013-2015
Union,LA,389.6,302.3 - 933.8 (643),2013-2015
Union,FL,401.2,302.3 - 933.8 (643),2013-2015
Upshur,WV,228.1,197.0 - 240.1 (647),2013-2015
Upshur,TX,242.6,240.2 - 302.2 (640),2013-2015
Upson,GA,192.1,154.9 - 196.9 (643),2013-2015
Upton,TX,459.5,302.3 - 933.8 (643),2013-2015
Utah,UT,122.9,32.2 - 154.8 (644),2013-2015
Utuado,PR,301.3,240.2 - 302.2 (640),2013-2015
Uvalde,TX,296.3,240.2 - 302.2 (640),2013-2015
Val Verde,TX,242.7,240.2 - 302.2 (640),2013-2015
Valdez-Cordova,AK,182.9,154.9 - 196.9 (643),2013-2015
Valencia,NM,217.4,197.0 - 240.1 (647),2013-2015
Valley,ID,145.5,32.2 - 154.8 (644),2013-2015
Valley,NE,241.4,240.2 - 302.2 (640),2013-2015
Valley,MT,259.7,240.2 - 302.2 (640),2013-2015
Van Buren,IA,160.2,154.9 - 196.9 (643),2013-2015
Van Buren,MI,193.6,154.9 - 196.9 (643),2013-2015
Van Buren,AR,199.7,197.0 - 240.1 (647),2013-2015
Van Buren,TN,210.4,197.0 - 240.1 (647),2013-2015
Van Wert,OH,262.5,240.2 - 302.2 (640),2013-2015
Van Zandt,TX,148.1,32.2 - 154.8 (644),2013-2015
Vance,NC,240.9,240.2 - 302.2 (640),2013-2015
Vanderburgh,IN,244.5,240.2 - 302.2 (640),2013-2015
Vega Alta,PR,278.8,240.2 - 302.2 (640),2013-2015
Vega Baja,PR,355.7,302.3 - 933.8 (643),2013-2015
Venango,PA,214.2,197.0 - 240.1 (647),2013-2015
Ventura,CA,309.4,302.3 - 933.8 (643),2013-2015
Vermilion,LA,69.5,32.2 - 154.8 (644),2013-2015
Vermilion,IL,461.2,302.3 - 933.8 (643),2013-2015
Vermillion,IN,376,302.3 - 933.8 (643),2013-2015
Vernon,MO,102.4,32.2 - 154.8 (644),2013-2015
Vernon,WI,162.9,154.9 - 196.9 (643),2013-2015
Vernon,LA,312.9,302.3 - 933.8 (643),2013-2015
Victoria,TX,215.9,197.0 - 240.1 (647),2013-2015
Vieques,PR,311.2,302.3 - 933.8 (643),2013-2015
Vigo,IN,258.2,240.2 - 302.2 (640),2013-2015
Vilas,WI,252.1,240.2 - 302.2 (640),2013-2015
Villalba,PR,314.3,302.3 - 933.8 (643),2013-2015
Vinton,OH,233.7,197.0 - 240.1 (647),2013-2015
Virginia Beach,VA,161.5,154.9 - 196.9 (643),2013-2015
Volusia,FL,220.7,197.0 - 240.1 (647),2013-2015
Wabash,IL,243.6,240.2 - 302.2 (640),2013-2015
Wabash,IN,244,240.2 - 302.2 (640),2013-2015
Wabasha,MN,267.4,240.2 - 302.2 (640),2013-2015
Wabaunsee,KS,202,197.0 - 240.1 (647),2013-2015
Wadena,MN,236.3,197.0 - 240.1 (647),2013-2015
Wagoner,OK,364.1,302.3 - 933.8 (643),2013-2015
Wahkiakum,WA,200.4,197.0 - 240.1 (647),2013-2015
Wake,NC,152.4,32.2 - 154.8 (644),2013-2015
Wakulla,FL,196.7,154.9 - 196.9 (643),2013-2015
Waldo,ME,166,154.9 - 196.9 (643),2013-2015
Walker,AL,140.9,32.2 - 154.8 (644),2013-2015
Walker,TX,235.3,197.0 - 240.1 (647),2013-2015
Walker,GA,235.7,197.0 - 240.1 (647),2013-2015
Walla Walla,WA,205.8,197.0 - 240.1 (647),2013-2015
Wallace,KS,206,197.0 - 240.1 (647),2013-2015
Waller,TX,285.7,240.2 - 302.2 (640),2013-2015
Wallowa,OR,186.7,154.9 - 196.9 (643),2013-2015
Walsh,ND,357.8,302.3 - 933.8 (643),2013-2015
Walthall,MS,551.3,302.3 - 933.8 (643),2013-2015
Walton,FL,156.3,154.9 - 196.9 (643),2013-2015
Walton,GA,181.8,154.9 - 196.9 (643),2013-2015
Walworth,SD,149.3,32.2 - 154.8 (644),2013-2015
Walworth,WI,186.4,154.9 - 196.9 (643),2013-2015
Wapello,IA,132.3,32.2 - 154.8 (644),2013-2015
Ward,ND,249.4,240.2 - 302.2 (640),2013-2015
Ward,TX,406.7,302.3 - 933.8 (643),2013-2015
Ware,GA,167.3,154.9 - 196.9 (643),2013-2015
Warren,IA,124.9,32.2 - 154.8 (644),2013-2015
Warren,VA,162.4,154.9 - 196.9 (643),2013-2015
Warren,MO,168.9,154.9 - 196.9 (643),2013-2015
Warren,NY,173,154.9 - 196.9 (643),2013-2015
Warren,IN,209.5,197.0 - 240.1 (647),2013-2015
Warren,OH,225.2,197.0 - 240.1 (647),2013-2015
Warren,NJ,226.5,197.0 - 240.1 (647),2013-2015
Warren,IL,242.5,240.2 - 302.2 (640),2013-2015
Warren,NC,245.5,240.2 - 302.2 (640),2013-2015
Warren,TN,291.5,240.2 - 302.2 (640),2013-2015
Warren,PA,337.3,302.3 - 933.8 (643),2013-2015
Warren,GA,359.3,302.3 - 933.8 (643),2013-2015
Warren,KY,399.6,302.3 - 933.8 (643),2013-2015
Warren,MS,513.8,302.3 - 933.8 (643),2013-2015
Warrick,IN,182.9,154.9 - 196.9 (643),2013-2015
Wasatch,UT,119,32.2 - 154.8 (644),2013-2015
Wasco,OR,252.7,240.2 - 302.2 (640),2013-2015
Waseca,MN,222,197.0 - 240.1 (647),2013-2015
Washakie,WY,146.5,32.2 - 154.8 (644),2013-2015
Washburn,WI,135.7,32.2 - 154.8 (644),2013-2015
Washington,UT,100.5,32.2 - 154.8 (644),2013-2015
Washington,IL,115,32.2 - 154.8 (644),2013-2015
Washington,KS,116.6,32.2 - 154.8 (644),2013-2015
Washington,CO,148.4,32.2 - 154.8 (644),2013-2015
Washington,WI,148.8,32.2 - 154.8 (644),2013-2015
Washington,LA,157.1,154.9 - 196.9 (643),2013-2015
Washington,ME,158.7,154.9 - 196.9 (643),2013-2015
Washington,ID,164.6,154.9 - 196.9 (643),2013-2015
Washington,OR,173.2,154.9 - 196.9 (643),2013-2015
Washington,MN,181.8,154.9 - 196.9 (643),2013-2015
Washington,VA,184.6,154.9 - 196.9 (643),2013-2015
Washington,NY,192.4,154.9 - 196.9 (643),2013-2015
Washington,PA,203.7,197.0 - 240.1 (647),2013-2015
Washington,FL,213.5,197.0 - 240.1 (647),2013-2015
Washington,GA,219.3,197.0 - 240.1 (647),2013-2015
Washington,TX,220.1,197.0 - 240.1 (647),2013-2015
Washington,OH,230.4,197.0 - 240.1 (647),2013-2015
Washington,AL,235,197.0 - 240.1 (647),2013-2015
Washington,RI,235.9,197.0 - 240.1 (647),2013-2015
Washington,MO,236.2,197.0 - 240.1 (647),2013-2015
Washington,TN,262.6,240.2 - 302.2 (640),2013-2015
Washington,KY,269.5,240.2 - 302.2 (640),2013-2015
Washington,IA,274.8,240.2 - 302.2 (640),2013-2015
Washington,VT,284.6,240.2 - 302.2 (640),2013-2015
Washington,NE,310.6,302.3 - 933.8 (643),2013-2015
Washington,MD,366.2,302.3 - 933.8 (643),2013-2015
Washington,OK,391.1,302.3 - 933.8 (643),2013-2015
Washington,IN,418.8,302.3 - 933.8 (643),2013-2015
Washington,NC,435.8,302.3 - 933.8 (643),2013-2015
Washington,MS,442.5,302.3 - 933.8 (643),2013-2015
Washington,AR,465.5,302.3 - 933.8 (643),2013-2015
Washita,OK,377.7,302.3 - 933.8 (643),2013-2015
Washoe,NV,274.4,240.2 - 302.2 (640),2013-2015
Washtenaw,MI,189.2,154.9 - 196.9 (643),2013-2015
Watauga,NC,165.5,154.9 - 196.9 (643),2013-2015
Watonwan,MN,368.7,302.3 - 933.8 (643),2013-2015
Waukesha,WI,189.2,154.9 - 196.9 (643),2013-2015
Waupaca,WI,248.1,240.2 - 302.2 (640),2013-2015
Waushara,WI,76.7,32.2 - 154.8 (644),2013-2015
Wayne,NY,129.7,32.2 - 154.8 (644),2013-2015
Wayne,UT,140.4,32.2 - 154.8 (644),2013-2015
Wayne,NE,168.5,154.9 - 196.9 (643),2013-2015
Wayne,PA,169.9,154.9 - 196.9 (643),2013-2015
Wayne,KY,172.8,154.9 - 196.9 (643),2013-2015
Wayne,GA,199,197.0 - 240.1 (647),2013-2015
Wayne,IA,234.3,197.0 - 240.1 (647),2013-2015
Wayne,MO,235.6,197.0 - 240.1 (647),2013-2015
Wayne,MI,264.5,240.2 - 302.2 (640),2013-2015
Wayne,TN,283.7,240.2 - 302.2 (640),2013-2015
Wayne,WV,298.1,240.2 - 302.2 (640),2013-2015
Wayne,OH,306.3,302.3 - 933.8 (643),2013-2015
Wayne,IL,315.3,302.3 - 933.8 (643),2013-2015
Wayne,NC,330.4,302.3 - 933.8 (643),2013-2015
Wayne,IN,434.3,302.3 - 933.8 (643),2013-2015
Wayne,MS,476.8,302.3 - 933.8 (643),2013-2015
Waynesboro,VA,145.2,32.2 - 154.8 (644),2013-2015
Weakley,TN,305.1,302.3 - 933.8 (643),2013-2015
Webb,TX,333,302.3 - 933.8 (643),2013-2015
Weber,UT,131.5,32.2 - 154.8 (644),2013-2015
Webster,MO,115,32.2 - 154.8 (644),2013-2015
Webster,IA,169.1,154.9 - 196.9 (643),2013-2015
Webster,LA,176.3,154.9 - 196.9 (643),2013-2015
Webster,NE,201.7,197.0 - 240.1 (647),2013-2015
Webster,GA,204.8,197.0 - 240.1 (647),2013-2015
Webster,KY,305.7,302.3 - 933.8 (643),2013-2015
Webster,WV,320.7,302.3 - 933.8 (643),2013-2015
Webster,MS,703.4,302.3 - 933.8 (643),2013-2015
Weld,CO,153.9,32.2 - 154.8 (644),2013-2015
Wells,IN,150.6,32.2 - 154.8 (644),2013-2015
Wells,ND,216.1,197.0 - 240.1 (647),2013-2015
West Baton Rouge,LA,63.1,32.2 - 154.8 (644),2013-2015
West Carroll,LA,229.4,197.0 - 240.1 (647),2013-2015
West Feliciana,LA,37.3,32.2 - 154.8 (644),2013-2015
Westchester,NY,124.8,32.2 - 154.8 (644),2013-2015
Westmoreland,PA,162.3,154.9 - 196.9 (643),2013-2015
Westmoreland,VA,181.9,154.9 - 196.9 (643),2013-2015
Weston,WY,230.2,197.0 - 240.1 (647),2013-2015
Wetzel,WV,255,240.2 - 302.2 (640),2013-2015
Wexford,MI,187.5,154.9 - 196.9 (643),2013-2015
Wharton,TX,313.4,302.3 - 933.8 (643),2013-2015
Whatcom,WA,205.3,197.0 - 240.1 (647),2013-2015
Wheatland,MT,158.9,154.9 - 196.9 (643),2013-2015
Wheeler,NE,146,32.2 - 154.8 (644),2013-2015
Wheeler,GA,173.2,154.9 - 196.9 (643),2013-2015
Wheeler,OR,223,197.0 - 240.1 (647),2013-2015
Wheeler,TX,310.7,302.3 - 933.8 (643),2013-2015
White,GA,112.3,32.2 - 154.8 (644),2013-2015
White,IL,133.7,32.2 - 154.8 (644),2013-2015
White,IN,201.7,197.0 - 240.1 (647),2013-2015
White,TN,310,302.3 - 933.8 (643),2013-2015
White,AR,379.5,302.3 - 933.8 (643),2013-2015
White Pine,NV,163.5,154.9 - 196.9 (643),2013-2015
Whiteside,IL,129.4,32.2 - 154.8 (644),2013-2015
Whitfield,GA,154.4,32.2 - 154.8 (644),2013-2015
Whitley,IN,193.6,154.9 - 196.9 (643),2013-2015
Whitley,KY,292.3,240.2 - 302.2 (640),2013-2015
Whitman,WA,207,197.0 - 240.1 (647),2013-2015
Wibaux,MT,194.7,154.9 - 196.9 (643),2013-2015
Wichita,KS,139.8,32.2 - 154.8 (644),2013-2015
Wichita,TX,575,302.3 - 933.8 (643),2013-2015
Wicomico,MD,196.8,154.9 - 196.9 (643),2013-2015
Wilbarger,TX,443.4,302.3 - 933.8 (643),2013-2015
Wilcox,AL,280,240.2 - 302.2 (640),2013-2015
Wilcox,GA,332.2,302.3 - 933.8 (643),2013-2015
Wilkes,GA,243.3,240.2 - 302.2 (640),2013-2015
Wilkes,NC,301.4,240.2 - 302.2 (640),2013-2015
Wilkin,MN,246.6,240.2 - 302.2 (640),2013-2015
Wilkinson,MS,168.7,154.9 - 196.9 (643),2013-2015
Wilkinson,GA,214.9,197.0 - 240.1 (647),2013-2015
Will,IL,162.2,154.9 - 196.9 (643),2013-2015
Willacy,TX,226.9,197.0 - 240.1 (647),2013-2015
Williams,OH,282.1,240.2 - 302.2 (640),2013-2015
Williams,ND,298.6,240.2 - 302.2 (640),2013-2015
Williamsburg,VA,155.1,154.9 - 196.9 (643),2013-2015
Williamsburg,SC,328.6,302.3 - 933.8 (643),2013-2015
Williamson,IL,129.2,32.2 - 154.8 (644),2013-2015
Williamson,TX,180,154.9 - 196.9 (643),2013-2015
Williamson,TN,182.8,154.9 - 196.9 (643),2013-2015
Wilson,KS,193.5,154.9 - 196.9 (643),2013-2015
Wilson,TN,197.4,197.0 - 240.1 (647),2013-2015
Wilson,TX,268.1,240.2 - 302.2 (640),2013-2015
Wilson,NC,323.5,302.3 - 933.8 (643),2013-2015
Winchester,VA,149.2,32.2 - 154.8 (644),2013-2015
Windham,CT,172.4,154.9 - 196.9 (643),2013-2015
Windham,VT,302.4,302.3 - 933.8 (643),2013-2015
Windsor,VT,265.1,240.2 - 302.2 (640),2013-2015
Winkler,TX,430.6,302.3 - 933.8 (643),2013-2015
Winn,LA,452.2,302.3 - 933.8 (643),2013-2015
Winnebago,IL,150.3,32.2 - 154.8 (644),2013-2015
Winnebago,WI,185.2,154.9 - 196.9 (643),2013-2015
Winnebago,IA,219.5,197.0 - 240.1 (647),2013-2015
Winneshiek,IA,168.4,154.9 - 196.9 (643),2013-2015
Winona,MN,211.7,197.0 - 240.1 (647),2013-2015
Winston,AL,176.8,154.9 - 196.9 (643),2013-2015
Winston,MS,221.2,197.0 - 240.1 (647),2013-2015
Wirt,WV,286.1,240.2 - 302.2 (640),2013-2015
Wise,VA,219.7,197.0 - 240.1 (647),2013-2015
Wise,TX,243.8,240.2 - 302.2 (640),2013-2015
Wolfe,KY,265.2,240.2 - 302.2 (640),2013-2015
Wood,WI,176.2,154.9 - 196.9 (643),2013-2015
Wood,WV,269.8,240.2 - 302.2 (640),2013-2015
Wood,TX,272.8,240.2 - 302.2 (640),2013-2015
Wood,OH,283.5,240.2 - 302.2 (640),2013-2015
Woodbury,IA,274.9,240.2 - 302.2 (640),2013-2015
Woodford,IL,209,197.0 - 240.1 (647),2013-2015
Woodford,KY,243.1,240.2 - 302.2 (640),2013-2015
Woodruff,AR,214,197.0 - 240.1 (647),2013-2015
Woods,OK,268.1,240.2 - 302.2 (640),2013-2015
Woodson,KS,96.2,32.2 - 154.8 (644),2013-2015
Woodward,OK,329.6,302.3 - 933.8 (643),2013-2015
Worcester,MA,138.2,32.2 - 154.8 (644),2013-2015
Worcester,MD,188.6,154.9 - 196.9 (643),2013-2015
Worth,IA,245.1,240.2 - 302.2 (640),2013-2015
Worth,GA,253.9,240.2 - 302.2 (640),2013-2015
Worth,MO,254.8,240.2 - 302.2 (640),2013-2015
Wright,MO,191.5,154.9 - 196.9 (643),2013-2015
Wright,IA,211.6,197.0 - 240.1 (647),2013-2015
Wright,MN,275.3,240.2 - 302.2 (640),2013-2015
Wyandot,OH,208,197.0 - 240.1 (647),2013-2015
Wyandotte,KS,167.7,154.9 - 196.9 (643),2013-2015
Wyoming,NY,265.5,240.2 - 302.2 (640),2013-2015
Wyoming,PA,271,240.2 - 302.2 (640),2013-2015
Wyoming,WV,297.4,240.2 - 302.2 (640),2013-2015
Wythe,VA,180.8,154.9 - 196.9 (643),2013-2015
Yabucoa,PR,335.5,302.3 - 933.8 (643),2013-2015
Yadkin,NC,199.4,197.0 - 240.1 (647),2013-2015
Yakima,WA,245.1,240.2 - 302.2 (640),2013-2015
Yalobusha,MS,308.7,302.3 - 933.8 (643),2013-2015
Yamhill,OR,239.3,197.0 - 240.1 (647),2013-2015
Yancey,NC,161.3,154.9 - 196.9 (643),2013-2015
Yankton,SD,240.5,240.2 - 302.2 (640),2013-2015
Yates,NY,199.2,197.0 - 240.1 (647),2013-2015
Yauco,PR,302.4,302.3 - 933.8 (643),2013-2015
Yavapai,AZ,245.8,240.2 - 302.2 (640),2013-2015
Yazoo,MS,575.2,302.3 - 933.8 (643),2013-2015
Yell,AR,335.9,302.3 - 933.8 (643),2013-2015
Yellow Medicine,MN,102.7,32.2 - 154.8 (644),2013-2015
Yellowstone,MT,214.1,197.0 - 240.1 (647),2013-2015
Yoakum,TX,305.8,302.3 - 933.8 (643),2013-2015
Yolo,CA,279.5,240.2 - 302.2 (640),2013-2015
York,ME,115.3,32.2 - 154.8 (644),2013-2015
York,VA,164.9,154.9 - 196.9 (643),2013-2015
York,PA,172.5,154.9 - 196.9 (643),2013-2015
York,NE,229,197.0 - 240.1 (647),2013-2015
York,SC,362.2,302.3 - 933.8 (643),2013-2015
Young,TX,373.1,302.3 - 933.8 (643),2013-2015
Yuba,CA,400.3,302.3 - 933.8 (643),2013-2015
Yukon-Koyukuk,AK,168.1,154.9 - 196.9 (643),2013-2015
Yuma,CO,98.2,32.2 - 154.8 (644),2013-2015
Yuma,AZ,237.4,197.0 - 240.1 (647),2013-2015
Zapata,TX,290.8,240.2 - 302.2 (640),2013-2015
Zavala,TX,217.2,197.0 - 240.1 (647),2013-2015
Ziebach,SD,238.6,197.0 - 240.1 (647),2013-2015
County,State,Value,Category Range,2010-2012
Abbeville,SC,170.1,151.7 - 189.6 (643),2010-2012
Acadia,LA,116.6,35.6 - 151.6 (644),2010-2012
Accomack,VA,171.1,151.7 - 189.6 (643),2010-2012
Ada,ID,148.2,35.6 - 151.6 (644),2010-2012
Adair,KY,103,35.6 - 151.6 (644),2010-2012
Adair,MO,162.1,151.7 - 189.6 (643),2010-2012
Adair,OK,302.9,285.5 - 925.5 (643),2010-2012
Adair,IA,348.9,285.5 - 925.5 (643),2010-2012
Adams,NE,78.8,35.6 - 151.6 (644),2010-2012
Adams,ID,140.9,35.6 - 151.6 (644),2010-2012
Adams,ND,145.8,35.6 - 151.6 (644),2010-2012
Adams,CO,150.1,35.6 - 151.6 (644),2010-2012
Adams,IN,163,151.7 - 189.6 (643),2010-2012
Adams,PA,184,151.7 - 189.6 (643),2010-2012
Adams,OH,191.7,189.7 - 229.6 (644),2010-2012
Adams,IL,233.5,229.7 - 285.4 (642),2010-2012
Adams,MS,239.3,229.7 - 285.4 (642),2010-2012
Adams,WI,247.9,229.7 - 285.4 (642),2010-2012
Adams,IA,248,229.7 - 285.4 (642),2010-2012
Adams,WA,343.2,285.5 - 925.5 (643),2010-2012
Addison,VT,331.4,285.5 - 925.5 (643),2010-2012
Adjuntas,PR,333.3,285.5 - 925.5 (643),2010-2012
Aguada,PR,289.1,285.5 - 925.5 (643),2010-2012
Aguadilla,PR,295.1,285.5 - 925.5 (643),2010-2012
Aguas Buenas,PR,288,285.5 - 925.5 (643),2010-2012
Aibonito,PR,258.7,229.7 - 285.4 (642),2010-2012
Aiken,SC,196.1,189.7 - 229.6 (644),2010-2012
Aitkin,MN,288.6,285.5 - 925.5 (643),2010-2012
Alachua,FL,222.1,189.7 - 229.6 (644),2010-2012
Alamance,NC,250.6,229.7 - 285.4 (642),2010-2012
Alameda,CA,263.3,229.7 - 285.4 (642),2010-2012
Alamosa,CO,132.3,35.6 - 151.6 (644),2010-2012
Albany,WY,145.4,35.6 - 151.6 (644),2010-2012
Albany,NY,146.8,35.6 - 151.6 (644),2010-2012
Albemarle,VA,90.1,35.6 - 151.6 (644),2010-2012
Alcona,MI,173.6,151.7 - 189.6 (643),2010-2012
Alcorn,MS,239.6,229.7 - 285.4 (642),2010-2012
Aleutians East,AK,51.6,35.6 - 151.6 (644),2010-2012
Aleutians West,AK,268.7,229.7 - 285.4 (642),2010-2012
Alexander,IL,128.7,35.6 - 151.6 (644),2010-2012
Alexander,NC,181.8,151.7 - 189.6 (643),2010-2012
Alexandria,VA,182.6,151.7 - 189.6 (643),2010-2012
Alfalfa,OK,344.6,285.5 - 925.5 (643),2010-2012
Alger,MI,119.5,35.6 - 151.6 (644),2010-2012
Allamakee,IA,241.1,229.7 - 285.4 (642),2010-2012
Allegan,MI,185.3,151.7 - 189.6 (643),2010-2012
Allegany,NY,195.5,189.7 - 229.6 (644),2010-2012
Allegany,MD,211.9,189.7 - 229.6 (644),2010-2012
Alleghany,NC,206.8,189.7 - 229.6 (644),2010-2012
Alleghany,VA,223,189.7 - 229.6 (644),2010-2012
Allegheny,PA,167.7,151.7 - 189.6 (643),2010-2012
Allen,KS,85.4,35.6 - 151.6 (644),2010-2012
Allen,KY,172,151.7 - 189.6 (643),2010-2012
Allen,IN,204.8,189.7 - 229.6 (644),2010-2012
Allen,LA,213.1,189.7 - 229.6 (644),2010-2012
Allen,OH,281.1,229.7 - 285.4 (642),2010-2012
Allendale,SC,422,285.5 - 925.5 (643),2010-2012
Alpena,MI,181.1,151.7 - 189.6 (643),2010-2012
Alpine,CA,153,151.7 - 189.6 (643),2010-2012
Amador,CA,140.4,35.6 - 151.6 (644),2010-2012
Amelia,VA,200,189.7 - 229.6 (644),2010-2012
American Samoa,AS,925.5,285.5 - 925.5 (643),2010-2012
Amherst,VA,158.7,151.7 - 189.6 (643),2010-2012
Amite,MS,435.3,285.5 - 925.5 (643),2010-2012
Anasco,PR,334.5,285.5 - 925.5 (643),2010-2012
Anchorage,AK,229.9,229.7 - 285.4 (642),2010-2012
Anderson,KS,137.2,35.6 - 151.6 (644),2010-2012
Anderson,TX,236.9,229.7 - 285.4 (642),2010-2012
Anderson,SC,264.9,229.7 - 285.4 (642),2010-2012
Anderson,TN,285.1,229.7 - 285.4 (642),2010-2012
Anderson,KY,301.5,285.5 - 925.5 (643),2010-2012
Andrew,MO,153.8,151.7 - 189.6 (643),2010-2012
Andrews,TX,269.1,229.7 - 285.4 (642),2010-2012
Androscoggin,ME,133,35.6 - 151.6 (644),2010-2012
Angelina,TX,226.2,189.7 - 229.6 (644),2010-2012
Anne Arundel,MD,234.4,229.7 - 285.4 (642),2010-2012
Anoka,MN,176.8,151.7 - 189.6 (643),2010-2012
Anson,NC,242.2,229.7 - 285.4 (642),2010-2012
Antelope,NE,215.8,189.7 - 229.6 (644),2010-2012
Antrim,MI,108,35.6 - 151.6 (644),2010-2012
Apache,AZ,189.5,151.7 - 189.6 (643),2010-2012
Appanoose,IA,233.5,229.7 - 285.4 (642),2010-2012
Appling,GA,184.8,151.7 - 189.6 (643),2010-2012
Appomattox,VA,183.5,151.7 - 189.6 (643),2010-2012
Aransas,TX,331.9,285.5 - 925.5 (643),2010-2012
Arapahoe,CO,130.7,35.6 - 151.6 (644),2010-2012
Archer,TX,355.6,285.5 - 925.5 (643),2010-2012
Archuleta,CO,110.8,35.6 - 151.6 (644),2010-2012
Arecibo,PR,342.3,285.5 - 925.5 (643),2010-2012
Arenac,MI,163.2,151.7 - 189.6 (643),2010-2012
Arkansas,AR,196.5,189.7 - 229.6 (644),2010-2012
Arlington,VA,111.1,35.6 - 151.6 (644),2010-2012
Armstrong,PA,164.6,151.7 - 189.6 (643),2010-2012
Armstrong,TX,263.4,229.7 - 285.4 (642),2010-2012
Aroostook,ME,152.7,151.7 - 189.6 (643),2010-2012
Arroyo,PR,319.5,285.5 - 925.5 (643),2010-2012
Arthur,NE,146.8,35.6 - 151.6 (644),2010-2012
Ascension,LA,109.2,35.6 - 151.6 (644),2010-2012
Ashe,NC,399.2,285.5 - 925.5 (643),2010-2012
Ashland,WI,260.4,229.7 - 285.4 (642),2010-2012
Ashland,OH,374,285.5 - 925.5 (643),2010-2012
Ashley,AR,163.8,151.7 - 189.6 (643),2010-2012
Ashtabula,OH,278,229.7 - 285.4 (642),2010-2012
Asotin,WA,155.6,151.7 - 189.6 (643),2010-2012
Assumption,LA,143.5,35.6 - 151.6 (644),2010-2012
Atascosa,TX,300.8,285.5 - 925.5 (643),2010-2012
Atchison,KS,123.8,35.6 - 151.6 (644),2010-2012
Atchison,MO,131.4,35.6 - 151.6 (644),2010-2012
Athens,OH,300.8,285.5 - 925.5 (643),2010-2012
Atkinson,GA,336.4,285.5 - 925.5 (643),2010-2012
Atlantic,NJ,224.3,189.7 - 229.6 (644),2010-2012
Atoka,OK,283.4,229.7 - 285.4 (642),2010-2012
Attala,MS,456.4,285.5 - 925.5 (643),2010-2012
Audrain,MO,311.9,285.5 - 925.5 (643),2010-2012
Audubon,IA,242.6,229.7 - 285.4 (642),2010-2012
Auglaize,OH,298.7,285.5 - 925.5 (643),2010-2012
Augusta,VA,157.7,151.7 - 189.6 (643),2010-2012
Aurora,SD,260.8,229.7 - 285.4 (642),2010-2012
Austin,TX,392.7,285.5 - 925.5 (643),2010-2012
Autauga,AL,276.1,229.7 - 285.4 (642),2010-2012
Avery,NC,176.1,151.7 - 189.6 (643),2010-2012
Avoyelles,LA,135.8,35.6 - 151.6 (644),2010-2012
Baca,CO,120.1,35.6 - 151.6 (644),2010-2012
Bacon,GA,193.5,189.7 - 229.6 (644),2010-2012
Bailey,TX,250.9,229.7 - 285.4 (642),2010-2012
Baker,OR,157.3,151.7 - 189.6 (643),2010-2012
Baker,FL,263.9,229.7 - 285.4 (642),2010-2012
Baker,GA,273.3,229.7 - 285.4 (642),2010-2012
Baldwin,AL,197.2,189.7 - 229.6 (644),2010-2012
Baldwin,GA,321.8,285.5 - 925.5 (643),2010-2012
Ballard,KY,174.6,151.7 - 189.6 (643),2010-2012
Baltimore,MD,207.3,189.7 - 229.6 (644),2010-2012
Baltimore City,MD,374.8,285.5 - 925.5 (643),2010-2012
Bamberg,SC,298.1,285.5 - 925.5 (643),2010-2012
Bandera,TX,221.1,189.7 - 229.6 (644),2010-2012
Banks,GA,129.3,35.6 - 151.6 (644),2010-2012
Banner,NE,195.2,189.7 - 229.6 (644),2010-2012
Bannock,ID,191.6,189.7 - 229.6 (644),2010-2012
Baraga,MI,170.8,151.7 - 189.6 (643),2010-2012
Barber,KS,68.8,35.6 - 151.6 (644),2010-2012
Barbour,AL,182.6,151.7 - 189.6 (643),2010-2012
Barbour,WV,336.8,285.5 - 925.5 (643),2010-2012
Barceloneta,PR,326.2,285.5 - 925.5 (643),2010-2012
Barnes,ND,245.3,229.7 - 285.4 (642),2010-2012
Barnstable,MA,153.9,151.7 - 189.6 (643),2010-2012
Barnwell,SC,177.4,151.7 - 189.6 (643),2010-2012
Barranquitas,PR,312.7,285.5 - 925.5 (643),2010-2012
Barren,KY,264.6,229.7 - 285.4 (642),2010-2012
Barron,WI,182,151.7 - 189.6 (643),2010-2012
Barrow,GA,248,229.7 - 285.4 (642),2010-2012
Barry,MO,139.4,35.6 - 151.6 (644),2010-2012
Barry,MI,219.3,189.7 - 229.6 (644),2010-2012
