County,State,Value,Category Range,Year
Denali,AK,382,380.4 - 430.1 (643),2013-2015
Delta,CO,401,380.4 - 430.1 (643),2013-2015
Delta,MI,414.9,380.4 - 430.1 (643),2013-2015
Delta,TX,575.6,552.5 - 1132.8 (643),2013-2015
Delaware,OH,357.4,147.7 - 380.3 (644),2013-2015
Delaware,IA,391.5,380.4 - 430.1 (643),2013-2015
Delaware,PA,438.3,430.2 - 481.5 (646),2013-2015
Delaware,NY,463.8,430.2 - 481.5 (646),2013-2015
Delaware,IN,484.1,481.6 - 552.4 (641),2013-2015
Delaware,OK,578.6,552.5 - 1132.8 (643),2013-2015
Del Norte,CA,501.9,481.6 - 552.4 (641),2013-2015
DeKalb,GA,387.1,380.4 - 430.1 (643),2013-2015
DeKalb,IL,389.5,380.4 - 430.1 (643),2013-2015
DeKalb,MO,473.9,430.2 - 481.5 (646),2013-2015
DeKalb,IN,480.6,430.2 - 481.5 (646),2013-2015
DeKalb,TN,649.3,552.5 - 1132.8 (643),2013-2015
DeKalb,AL,666.5,552.5 - 1132.8 (643),2013-2015
Defiance,OH,450.9,430.2 - 481.5 (646),2013-2015
Deer Lodge,MT,432.9,430.2 - 481.5 (646),2013-2015
Decatur,KS,385.1,380.4 - 430.1 (643),2013-2015
Decatur,IN,482.8,481.6 - 552.4 (641),2013-2015
Decatur,IA,483.2,481.6 - 552.4 (641),2013-2015
Decatur,GA,524.5,481.6 - 552.4 (641),2013-2015
Decatur,TN,625.6,552.5 - 1132.8 (643),2013-2015
Dearborn,IN,441.7,430.2 - 481.5 (646),2013-2015
Deaf Smith,TX,462.3,430.2 - 481.5 (646),2013-2015
De Witt,IL,445.6,430.2 - 481.5 (646),2013-2015
De Soto,LA,557.5,552.5 - 1132.8 (643),2013-2015
De Baca,NM,540.1,481.6 - 552.4 (641),2013-2015
Day,SD,408.4,380.4 - 430.1 (643),2013-2015
Dawson,MT,315.1,147.7 - 380.3 (644),2013-2015
Dawson,NE,378.8,147.7 - 380.3 (644),2013-2015
Dawson,GA,403.4,380.4 - 430.1 (643),2013-2015
Dawson,TX,491.9,481.6 - 552.4 (641),2013-2015
Dawes,NE,390,380.4 - 430.1 (643),2013-2015
Davison,SD,443.6,430.2 - 481.5 (646),2013-2015
Davis,UT,393.3,380.4 - 430.1 (643),2013-2015
Davis,IA,469.2,430.2 - 481.5 (646),2013-2015
Daviess,KY,430.9,430.2 - 481.5 (646),2013-2015
Daviess,MO,473.5,430.2 - 481.5 (646),2013-2015
Daviess,IN,514.9,481.6 - 552.4 (641),2013-2015
Davie,NC,395.9,380.4 - 430.1 (643),2013-2015
Davidson,NC,480.2,430.2 - 481.5 (646),2013-2015
Davidson,TN,490.2,481.6 - 552.4 (641),2013-2015
Dauphin,PA,476.6,430.2 - 481.5 (646),2013-2015
Darlington,SC,695.6,552.5 - 1132.8 (643),2013-2015
Darke,OH,488.7,481.6 - 552.4 (641),2013-2015
Dare,NC,381.2,380.4 - 430.1 (643),2013-2015
Danville,VA,587.4,552.5 - 1132.8 (643),2013-2015
Daniels,MT,368.6,147.7 - 380.3 (644),2013-2015
Dane,WI,336.5,147.7 - 380.3 (644),2013-2015
Dallas,IA,323.4,147.7 - 380.3 (644),2013-2015
Dallas,TX,452,430.2 - 481.5 (646),2013-2015
Dallas,MO,471.6,430.2 - 481.5 (646),2013-2015
Dallas,AR,619.6,552.5 - 1132.8 (643),2013-2015
Dallas,AL,722.5,552.5 - 1132.8 (643),2013-2015
Dallam,TX,496.1,481.6 - 552.4 (641),2013-2015
Dale,AL,574.7,552.5 - 1132.8 (643),2013-2015
Dakota,MN,280.3,147.7 - 380.3 (644),2013-2015
Dakota,NE,379.5,147.7 - 380.3 (644),2013-2015
Daggett,UT,357.8,147.7 - 380.3 (644),2013-2015
Dade,MO,531.2,481.6 - 552.4 (641),2013-2015
Dade,GA,582.3,552.5 - 1132.8 (643),2013-2015
Cuyahoga,OH,490.7,481.6 - 552.4 (641),2013-2015
Custer,ID,328.7,147.7 - 380.3 (644),2013-2015
Custer,SD,367.2,147.7 - 380.3 (644),2013-2015
Custer,NE,377.4,147.7 - 380.3 (644),2013-2015
Custer,CO,378.6,147.7 - 380.3 (644),2013-2015
Custer,MT,422.2,380.4 - 430.1 (643),2013-2015
Custer,OK,564.2,552.5 - 1132.8 (643),2013-2015
Curry,OR,456.8,430.2 - 481.5 (646),2013-2015
Curry,NM,478.1,430.2 - 481.5 (646),2013-2015
Currituck,NC,439.2,430.2 - 481.5 (646),2013-2015
Cuming,NE,378.7,147.7 - 380.3 (644),2013-2015
Cumberland,ME,319.1,147.7 - 380.3 (644),2013-2015
Cumberland,VA,419.9,380.4 - 430.1 (643),2013-2015
Cumberland,PA,430.5,430.2 - 481.5 (646),2013-2015
Cumberland,TN,445.8,430.2 - 481.5 (646),2013-2015
Cumberland,IL,454.3,430.2 - 481.5 (646),2013-2015
Cumberland,NC,485.8,481.6 - 552.4 (641),2013-2015
Cumberland,NJ,546.4,481.6 - 552.4 (641),2013-2015
Cumberland,KY,734,552.5 - 1132.8 (643),2013-2015
Culpeper,VA,377.5,147.7 - 380.3 (644),2013-2015
Cullman,AL,592.3,552.5 - 1132.8 (643),2013-2015
Culebra,PR,308.6,147.7 - 380.3 (644),2013-2015
Culberson,TX,433.4,430.2 - 481.5 (646),2013-2015
Crowley,CO,367.9,147.7 - 380.3 (644),2013-2015
Crow Wing,MN,331.4,147.7 - 380.3 (644),2013-2015
Cross,AR,538.9,481.6 - 552.4 (641),2013-2015
Crosby,TX,478.6,430.2 - 481.5 (646),2013-2015
Crook,WY,371.1,147.7 - 380.3 (644),2013-2015
Crook,OR,401.8,380.4 - 430.1 (643),2013-2015
Crockett,TX,409.8,380.4 - 430.1 (643),2013-2015
Crockett,TN,701.2,552.5 - 1132.8 (643),2013-2015
Crittenden,AR,537.5,481.6 - 552.4 (641),2013-2015
Crittenden,KY,638,552.5 - 1132.8 (643),2013-2015
Crisp,GA,580.9,552.5 - 1132.8 (643),2013-2015
Crenshaw,AL,593.3,552.5 - 1132.8 (643),2013-2015
Creek,OK,602.5,552.5 - 1132.8 (643),2013-2015
Crawford,WI,412.5,380.4 - 430.1 (643),2013-2015
Crawford,IA,412.5,380.4 - 430.1 (643),2013-2015
Crawford,GA,482.1,481.6 - 552.4 (641),2013-2015
Crawford,PA,485.6,481.6 - 552.4 (641),2013-2015
Crawford,MI,487.5,481.6 - 552.4 (641),2013-2015
Crawford,KS,493.8,481.6 - 552.4 (641),2013-2015
Crawford,IN,494.1,481.6 - 552.4 (641),2013-2015
Crawford,OH,518.6,481.6 - 552.4 (641),2013-2015
Crawford,IL,549.2,481.6 - 552.4 (641),2013-2015
Crawford,AR,552.2,481.6 - 552.4 (641),2013-2015
Crawford,MO,684.4,552.5 - 1132.8 (643),2013-2015
Craven,NC,433.3,430.2 - 481.5 (646),2013-2015
Crane,TX,577.8,552.5 - 1132.8 (643),2013-2015
Craighead,AR,554,552.5 - 1132.8 (643),2013-2015
Craig,VA,408.9,380.4 - 430.1 (643),2013-2015
Craig,OK,712.4,552.5 - 1132.8 (643),2013-2015
Cowlitz,WA,406.6,380.4 - 430.1 (643),2013-2015
Cowley,KS,497.7,481.6 - 552.4 (641),2013-2015
Coweta,GA,470.2,430.2 - 481.5 (646),2013-2015
Covington,AL,645.4,552.5 - 1132.8 (643),2013-2015
Covington,VA,664.6,552.5 - 1132.8 (643),2013-2015
Covington,MS,668.8,552.5 - 1132.8 (643),2013-2015
Cottonwood,MN,368.8,147.7 - 380.3 (644),2013-2015
Cotton,OK,586.7,552.5 - 1132.8 (643),2013-2015
Cottle,TX,623.5,552.5 - 1132.8 (643),2013-2015
Costilla,CO,335,147.7 - 380.3 (644),2013-2015
Coshocton,OH,484,481.6 - 552.4 (641),2013-2015
Coryell,TX,466.3,430.2 - 481.5 (646),2013-2015
Cortland,NY,409.2,380.4 - 430.1 (643),2013-2015
Corson,SD,673.1,552.5 - 1132.8 (643),2013-2015
Corozal,PR,285.3,147.7 - 380.3 (644),2013-2015
Copiah,MS,600.4,552.5 - 1132.8 (643),2013-2015
Coosa,AL,530.4,481.6 - 552.4 (641),2013-2015
Coos,NH,402.1,380.4 - 430.1 (643),2013-2015
Coos,OR,429.7,380.4 - 430.1 (643),2013-2015
Cooper,MO,598.4,552.5 - 1132.8 (643),2013-2015
Cooke,TX,518.7,481.6 - 552.4 (641),2013-2015
Cook,MN,312.6,147.7 - 380.3 (644),2013-2015
Cook,IL,446.2,430.2 - 481.5 (646),2013-2015
Cook,GA,564.3,552.5 - 1132.8 (643),2013-2015
Conway,AR,570.9,552.5 - 1132.8 (643),2013-2015
Converse,WY,405,380.4 - 430.1 (643),2013-2015
Contra Costa,CA,341.2,147.7 - 380.3 (644),2013-2015
Conejos,CO,422.8,380.4 - 430.1 (643),2013-2015
Conecuh,AL,632.3,552.5 - 1132.8 (643),2013-2015
Concordia,LA,753.9,552.5 - 1132.8 (643),2013-2015
Concho,TX,488.9,481.6 - 552.4 (641),2013-2015
Comerio,PR,282,147.7 - 380.3 (644),2013-2015
Comanche,TX,543.3,481.6 - 552.4 (641),2013-2015
Comanche,KS,553.6,552.5 - 1132.8 (643),2013-2015
Comanche,OK,569.1,552.5 - 1132.8 (643),2013-2015
Comal,TX,390.6,380.4 - 430.1 (643),2013-2015
Colusa,CA,399.8,380.4 - 430.1 (643),2013-2015
Columbus,NC,731.8,552.5 - 1132.8 (643),2013-2015
Columbiana,OH,528.8,481.6 - 552.4 (641),2013-2015
Columbia,OR,373.1,147.7 - 380.3 (644),2013-2015
Columbia,WA,377.3,147.7 - 380.3 (644),2013-2015
Columbia,GA,384.9,380.4 - 430.1 (643),2013-2015
Columbia,WI,388.5,380.4 - 430.1 (643),2013-2015
Columbia,NY,463.4,430.2 - 481.5 (646),2013-2015
Columbia,FL,477,430.2 - 481.5 (646),2013-2015
Columbia,PA,516.9,481.6 - 552.4 (641),2013-2015
Columbia,AR,601.2,552.5 - 1132.8 (643),2013-2015
Colquitt,GA,547.5,481.6 - 552.4 (641),2013-2015
Colorado,TX,491,481.6 - 552.4 (641),2013-2015
Colonial Heights,VA,457.2,430.2 - 481.5 (646),2013-2015
Collingsworth,TX,565.1,552.5 - 1132.8 (643),2013-2015
Collin,TX,322,147.7 - 380.3 (644),2013-2015
Collier,FL,244.7,147.7 - 380.3 (644),2013-2015
Colleton,SC,568,552.5 - 1132.8 (643),2013-2015
Colfax,NM,373.8,147.7 - 380.3 (644),2013-2015
Colfax,NE,378.6,147.7 - 380.3 (644),2013-2015
Coles,IL,497.1,481.6 - 552.4 (641),2013-2015
Coleman,TX,531.7,481.6 - 552.4 (641),2013-2015
Cole,MO,453.8,430.2 - 481.5 (646),2013-2015
Colbert,AL,670,552.5 - 1132.8 (643),2013-2015
Coke,TX,467.1,430.2 - 481.5 (646),2013-2015
Coffey,KS,453.9,430.2 - 481.5 (646),2013-2015
Coffee,GA,498.9,481.6 - 552.4 (641),2013-2015
Coffee,AL,553.9,552.5 - 1132.8 (643),2013-2015
Coffee,TN,601.2,552.5 - 1132.8 (643),2013-2015
Codington,SD,401.3,380.4 - 430.1 (643),2013-2015
Coconino,AZ,303.8,147.7 - 380.3 (644),2013-2015
Cocke,TN,728.5,552.5 - 1132.8 (643),2013-2015
Cochran,TX,458.2,430.2 - 481.5 (646),2013-2015
Cochise,AZ,407,380.4 - 430.1 (643),2013-2015
Cobb,GA,364.3,147.7 - 380.3 (644),2013-2015
Coamo,PR,371.1,147.7 - 380.3 (644),2013-2015
Coal,OK,726.9,552.5 - 1132.8 (643),2013-2015
Coahoma,MS,702.6,552.5 - 1132.8 (643),2013-2015
Cloud,KS,415.8,380.4 - 430.1 (643),2013-2015
Clinton,NY,420.8,380.4 - 430.1 (643),2013-2015
Clinton,MI,433.3,430.2 - 481.5 (646),2013-2015
Clinton,PA,439.5,430.2 - 481.5 (646),2013-2015
Clinton,MO,469.8,430.2 - 481.5 (646),2013-2015
Clinton,IL,475.8,430.2 - 481.5 (646),2013-2015
Clinton,IA,486.5,481.6 - 552.4 (641),2013-2015
Clinton,IN,513.1,481.6 - 552.4 (641),2013-2015
Clinton,OH,539,481.6 - 552.4 (641),2013-2015
Clinton,KY,736.4,552.5 - 1132.8 (643),2013-2015
Clinch,GA,532.8,481.6 - 552.4 (641),2013-2015
Cleveland,OK,442.9,430.2 - 481.5 (646),2013-2015
Cleveland,NC,543.4,481.6 - 552.4 (641),2013-2015
Cleveland,AR,711.7,552.5 - 1132.8 (643),2013-2015
Clermont,OH,446.3,430.2 - 481.5 (646),2013-2015
Cleburne,AR,489.1,481.6 - 552.4 (641),2013-2015
Cleburne,AL,630.1,552.5 - 1132.8 (643),2013-2015
Clearwater,ID,384.8,380.4 - 430.1 (643),2013-2015
Clearwater,MN,489.8,481.6 - 552.4 (641),2013-2015
Clearfield,PA,438.2,430.2 - 481.5 (646),2013-2015
Clear Creek,CO,348.4,147.7 - 380.3 (644),2013-2015
Clayton,IA,403.6,380.4 - 430.1 (643),2013-2015
Clayton,GA,504.1,481.6 - 552.4 (641),2013-2015
Clay,MN,315.5,147.7 - 380.3 (644),2013-2015
Clay,KS,347.6,147.7 - 380.3 (644),2013-2015
Clay,MO,385.8,380.4 - 430.1 (643),2013-2015
Clay,IA,388.4,380.4 - 430.1 (643),2013-2015
Clay,NE,412.9,380.4 - 430.1 (643),2013-2015
Clay,NC,415.6,380.4 - 430.1 (643),2013-2015
Clay,FL,448.9,430.2 - 481.5 (646),2013-2015
Clay,WV,463.2,430.2 - 481.5 (646),2013-2015
Clay,IL,465.1,430.2 - 481.5 (646),2013-2015
Clay,IN,531.8,481.6 - 552.4 (641),2013-2015
Clay,TX,559.9,552.5 - 1132.8 (643),2013-2015
Clay,TN,562.4,552.5 - 1132.8 (643),2013-2015
Clay,GA,578.4,552.5 - 1132.8 (643),2013-2015
Clay,SD,589.6,552.5 - 1132.8 (643),2013-2015
Clay,AR,626.8,552.5 - 1132.8 (643),2013-2015
Clay,KY,631.5,552.5 - 1132.8 (643),2013-2015
Clay,MS,634.5,552.5 - 1132.8 (643),2013-2015
Clay,AL,650.7,552.5 - 1132.8 (643),2013-2015
Clatsop,OR,388.5,380.4 - 430.1 (643),2013-2015
Clarke,VA,377.4,147.7 - 380.3 (644),2013-2015
Clarke,IA,431,430.2 - 481.5 (646),2013-2015
Clarke,GA,449.3,430.2 - 481.5 (646),2013-2015
Clarke,AL,560.2,552.5 - 1132.8 (643),2013-2015
Clarke,MS,648.7,552.5 - 1132.8 (643),2013-2015
Clark,ID,352.7,147.7 - 380.3 (644),2013-2015
Clark,WA,364.6,147.7 - 380.3 (644),2013-2015
Clark,SD,397.7,380.4 - 430.1 (643),2013-2015
Clark,WI,410.1,380.4 - 430.1 (643),2013-2015
Clark,NV,472.3,430.2 - 481.5 (646),2013-2015
Clark,KS,476.4,430.2 - 481.5 (646),2013-2015
Clark,KY,505.8,481.6 - 552.4 (641),2013-2015
Clark,IN,512.8,481.6 - 552.4 (641),2013-2015
Clark,OH,540.2,481.6 - 552.4 (641),2013-2015
Clark,MO,550.6,481.6 - 552.4 (641),2013-2015
Clark,IL,565.2,552.5 - 1132.8 (643),2013-2015
Clark,AR,596.2,552.5 - 1132.8 (643),2013-2015
Clarion,PA,465.8,430.2 - 481.5 (646),2013-2015
Clarendon,SC,498.8,481.6 - 552.4 (641),2013-2015
Clare,MI,571.5,552.5 - 1132.8 (643),2013-2015
Clallam,WA,386.1,380.4 - 430.1 (643),2013-2015
Claiborne,TN,604.9,552.5 - 1132.8 (643),2013-2015
Claiborne,LA,638.4,552.5 - 1132.8 (643),2013-2015
Claiborne,MS,723.6,552.5 - 1132.8 (643),2013-2015
Clackamas,OR,343.1,147.7 - 380.3 (644),2013-2015
Citrus,FL,543.6,481.6 - 552.4 (641),2013-2015
Cimarron,OK,523.9,481.6 - 552.4 (641),2013-2015
Cidra,PR,283.5,147.7 - 380.3 (644),2013-2015
Cibola,NM,362.8,147.7 - 380.3 (644),2013-2015
Ciales,PR,294.1,147.7 - 380.3 (644),2013-2015
Churchill,NV,544.7,481.6 - 552.4 (641),2013-2015
Christian,IL,456.4,430.2 - 481.5 (646),2013-2015
Christian,MO,487.9,481.6 - 552.4 (641),2013-2015
Christian,KY,501.4,481.6 - 552.4 (641),2013-2015
Chowan,NC,480.7,430.2 - 481.5 (646),2013-2015
Chouteau,MT,416.5,380.4 - 430.1 (643),2013-2015
Choctaw,MS,557,552.5 - 1132.8 (643),2013-2015
Choctaw,AL,652.3,552.5 - 1132.8 (643),2013-2015
Choctaw,OK,764.1,552.5 - 1132.8 (643),2013-2015
Chittenden,VT,323.5,147.7 - 380.3 (644),2013-2015
Chisago,MN,350.5,147.7 - 380.3 (644),2013-2015
Chippewa,MN,346.9,147.7 - 380.3 (644),2013-2015
Chippewa,WI,427.1,380.4 - 430.1 (643),2013-2015
Chippewa,MI,467.4,430.2 - 481.5 (646),2013-2015
Chilton,AL,673.1,552.5 - 1132.8 (643),2013-2015
Childress,TX,569.8,552.5 - 1132.8 (643),2013-2015
Chicot,AR,634.3,552.5 - 1132.8 (643),2013-2015
Chickasaw,IA,433.5,430.2 - 481.5 (646),2013-2015
Chickasaw,MS,660.7,552.5 - 1132.8 (643),2013-2015
Cheyenne,CO,307.8,147.7 - 380.3 (644),2013-2015
Cheyenne,KS,351.2,147.7 - 380.3 (644),2013-2015
Cheyenne,NE,394.8,380.4 - 430.1 (643),2013-2015
Chesterfield,VA,386.3,380.4 - 430.1 (643),2013-2015
Chesterfield,SC,590.2,552.5 - 1132.8 (643),2013-2015
Chester,PA,380.1,147.7 - 380.3 (644),2013-2015
Chester,TN,548.2,481.6 - 552.4 (641),2013-2015
Chester,SC,562.9,552.5 - 1132.8 (643),2013-2015
Cheshire,NH,378.2,147.7 - 380.3 (644),2013-2015
Chesapeake,VA,430.2,430.2 - 481.5 (646),2013-2015
Cherry,NE,381.6,380.4 - 430.1 (643),2013-2015
Cherokee,IA,361.9,147.7 - 380.3 (644),2013-2015
Cherokee,GA,368.9,147.7 - 380.3 (644),2013-2015
Cherokee,NC,504.4,481.6 - 552.4 (641),2013-2015
Cherokee,KS,581.4,552.5 - 1132.8 (643),2013-2015
Cherokee,SC,588.8,552.5 - 1132.8 (643),2013-2015
Cherokee,TX,594,552.5 - 1132.8 (643),2013-2015
Cherokee,AL,621.4,552.5 - 1132.8 (643),2013-2015
Cherokee,OK,626.1,552.5 - 1132.8 (643),2013-2015
Chenango,NY,626.1,552.5 - 1132.8 (643),2013-2015
Chemung,NY,481.1,430.2 - 481.5 (646),2013-2015
Chelan,WA,341.4,147.7 - 380.3 (644),2013-2015
Cheboygan,MI,438.8,430.2 - 481.5 (646),2013-2015
Cheatham,TN,537.1,481.6 - 552.4 (641),2013-2015
Chaves,NM,486.4,481.6 - 552.4 (641),2013-2015
Chautauqua,NY,504.3,481.6 - 552.4 (641),2013-2015
Chautauqua,KS,513.3,481.6 - 552.4 (641),2013-2015
Chattooga,GA,629.3,552.5 - 1132.8 (643),2013-2015
Chattahoochee,GA,636.9,552.5 - 1132.8 (643),2013-2015
Chatham,NC,281.1,147.7 - 380.3 (644),2013-2015
Chatham,GA,457.1,430.2 - 481.5 (646),2013-2015
Chase,NE,355.3,147.7 - 380.3 (644),2013-2015
Chase,KS,449.1,430.2 - 481.5 (646),2013-2015
Charlton,GA,423.1,380.4 - 430.1 (643),2013-2015
Charlottesville,VA,399.1,380.4 - 430.1 (643),2013-2015
Charlotte,FL,327.1,147.7 - 380.3 (644),2013-2015
Charlotte,VA,521.8,481.6 - 552.4 (641),2013-2015
Charlevoix,MI,427.4,380.4 - 430.1 (643),2013-2015
Charleston,SC,390.3,380.4 - 430.1 (643),2013-2015
Charles Mix,SD,406.6,380.4 - 430.1 (643),2013-2015
Charles City,VA,404.3,380.4 - 430.1 (643),2013-2015
Charles,MD,427.3,380.4 - 430.1 (643),2013-2015
Chariton,MO,512.6,481.6 - 552.4 (641),2013-2015
Champaign,IL,348.3,147.7 - 380.3 (644),2013-2015
Champaign,OH,455.4,430.2 - 481.5 (646),2013-2015
Chambers,TX,496.1,481.6 - 552.4 (641),2013-2015
Chambers,AL,531.8,481.6 - 552.4 (641),2013-2015
Chaffee,CO,311.2,147.7 - 380.3 (644),2013-2015
Cerro Gordo,IA,418.9,380.4 - 430.1 (643),2013-2015
Centre,PA,391.1,380.4 - 430.1 (643),2013-2015
Ceiba,PR,295,147.7 - 380.3 (644),2013-2015
Cedar,IA,366.2,147.7 - 380.3 (644),2013-2015
Cedar,NE,395.4,380.4 - 430.1 (643),2013-2015
Cedar,MO,570.7,552.5 - 1132.8 (643),2013-2015
Cecil,MD,520,481.6 - 552.4 (641),2013-2015
Cayuga,NY,414.7,380.4 - 430.1 (643),2013-2015
Cayey,PR,297,147.7 - 380.3 (644),2013-2015
Cavalier,ND,425.8,380.4 - 430.1 (643),2013-2015
Cattaraugus,NY,577.5,552.5 - 1132.8 (643),2013-2015
Catron,NM,362.1,147.7 - 380.3 (644),2013-2015
Catoosa,GA,480.1,430.2 - 481.5 (646),2013-2015
Catawba,NC,464.3,430.2 - 481.5 (646),2013-2015
Catano,PR,294.6,147.7 - 380.3 (644),2013-2015
Catahoula,LA,833.9,552.5 - 1132.8 (643),2013-2015
Caswell,NC,406.6,380.4 - 430.1 (643),2013-2015
Castro,TX,460.6,430.2 - 481.5 (646),2013-2015
Cassia,ID,379.9,147.7 - 380.3 (644),2013-2015
Cass,MN,325.8,147.7 - 380.3 (644),2013-2015
Cass,ND,330.8,147.7 - 380.3 (644),2013-2015
Cass,NE,370.9,147.7 - 380.3 (644),2013-2015
Cass,MO,398.8,380.4 - 430.1 (643),2013-2015
Cass,IN,452.7,430.2 - 481.5 (646),2013-2015
Cass,MI,476.1,430.2 - 481.5 (646),2013-2015
Cass,IL,478.9,430.2 - 481.5 (646),2013-2015
Cass,IA,486,481.6 - 552.4 (641),2013-2015
Cass,TX,606.6,552.5 - 1132.8 (643),2013-2015
Casey,KY,479.4,430.2 - 481.5 (646),2013-2015
Cascade,MT,365.9,147.7 - 380.3 (644),2013-2015
Carver,MN,260.1,147.7 - 380.3 (644),2013-2015
Carteret,NC,418.9,380.4 - 430.1 (643),2013-2015
Carter,MT,411.3,380.4 - 430.1 (643),2013-2015
Carter,TN,501.7,481.6 - 552.4 (641),2013-2015
Carter,KY,554.1,552.5 - 1132.8 (643),2013-2015
Carter,MO,577.1,552.5 - 1132.8 (643),2013-2015
Carter,OK,660.4,552.5 - 1132.8 (643),2013-2015
Carson City,NV,488.7,481.6 - 552.4 (641),2013-2015
Carson,TX,539.7,481.6 - 552.4 (641),2013-2015
Carroll,NH,335.7,147.7 - 380.3 (644),2013-2015
Carroll,IN,418.6,380.4 - 430.1 (643),2013-2015
Carroll,IA,421,380.4 - 430.1 (643),2013-2015
Carroll,VA,447,430.2 - 481.5 (646),2013-2015
Carroll,AR,447.1,430.2 - 481.5 (646),2013-2015
Carroll,IL,452.2,430.2 - 481.5 (646),2013-2015
Carroll,MD,468.3,430.2 - 481.5 (646),2013-2015
Carroll,OH,483.3,481.6 - 552.4 (641),2013-2015
Carroll,KY,509.3,481.6 - 552.4 (641),2013-2015
Carroll,MO,536.4,481.6 - 552.4 (641),2013-2015
Carroll,GA,558.6,552.5 - 1132.8 (643),2013-2015
Carroll,MS,607.2,552.5 - 1132.8 (643),2013-2015
Carroll,TN,776.9,552.5 - 1132.8 (643),2013-2015
Caroline,MD,468.4,430.2 - 481.5 (646),2013-2015
Caroline,VA,485.2,481.6 - 552.4 (641),2013-2015
Carolina,PR,281.8,147.7 - 380.3 (644),2013-2015
Carlton,MN,413.4,380.4 - 430.1 (643),2013-2015
Carlisle,KY,544.5,481.6 - 552.4 (641),2013-2015
Caribou,ID,402.3,380.4 - 430.1 (643),2013-2015
Carbon,MT,371.1,147.7 - 380.3 (644),2013-2015
Carbon,WY,414.3,380.4 - 430.1 (643),2013-2015
Carbon,PA,483.7,481.6 - 552.4 (641),2013-2015
Carbon,UT,488.5,481.6 - 552.4 (641),2013-2015
Cape May,NJ,501.2,481.6 - 552.4 (641),2013-2015
Cape Girardeau,MO,470,430.2 - 481.5 (646),2013-2015
Canyon,ID,403.8,380.4 - 430.1 (643),2013-2015
Canovanas,PR,285.3,147.7 - 380.3 (644),2013-2015
Cannon,TN,622.9,552.5 - 1132.8 (643),2013-2015
Candler,GA,613.1,552.5 - 1132.8 (643),2013-2015
Canadian,OK,472.8,430.2 - 481.5 (646),2013-2015
Camuy,PR,284.6,147.7 - 380.3 (644),2013-2015
Campbell,WY,425.6,380.4 - 430.1 (643),2013-2015
Campbell,SD,431.1,430.2 - 481.5 (646),2013-2015
Campbell,KY,459.7,430.2 - 481.5 (646),2013-2015
Campbell,VA,482.3,481.6 - 552.4 (641),2013-2015
Campbell,TN,568.3,552.5 - 1132.8 (643),2013-2015
Camp,TX,540.6,481.6 - 552.4 (641),2013-2015
Cameron,TX,358.7,147.7 - 380.3 (644),2013-2015
Cameron,PA,444.2,430.2 - 481.5 (646),2013-2015
Cameron,LA,624.7,552.5 - 1132.8 (643),2013-2015
Camden,GA,455.9,430.2 - 481.5 (646),2013-2015
Camden,NC,462.6,430.2 - 481.5 (646),2013-2015
Camden,NJ,463.6,430.2 - 481.5 (646),2013-2015
Camden,MO,517.7,481.6 - 552.4 (641),2013-2015
Cambria,PA,469.1,430.2 - 481.5 (646),2013-2015
Camas,ID,323.1,147.7 - 380.3 (644),2013-2015
Calvert,MD,431.1,430.2 - 481.5 (646),2013-2015
Calumet,WI,450.9,430.2 - 481.5 (646),2013-2015
Calloway,KY,568.5,552.5 - 1132.8 (643),2013-2015
Callaway,MO,441.5,430.2 - 481.5 (646),2013-2015
Callahan,TX,534,481.6 - 552.4 (641),2013-2015
Calhoun,IL,421.6,380.4 - 430.1 (643),2013-2015
Calhoun,IA,441.9,430.2 - 481.5 (646),2013-2015
Calhoun,TX,450.1,430.2 - 481.5 (646),2013-2015
Calhoun,WV,463.1,430.2 - 481.5 (646),2013-2015
Calhoun,MI,472.5,430.2 - 481.5 (646),2013-2015
Calhoun,FL,492.3,481.6 - 552.4 (641),2013-2015
Calhoun,SC,499.4,481.6 - 552.4 (641),2013-2015
Calhoun,GA,585.3,552.5 - 1132.8 (643),2013-2015
Calhoun,AR,596.3,552.5 - 1132.8 (643),2013-2015
Calhoun,AL,686.9,552.5 - 1132.8 (643),2013-2015
Calhoun,MS,722.1,552.5 - 1132.8 (643),2013-2015
Caledonia,VT,416.9,380.4 - 430.1 (643),2013-2015
Caldwell,TX,427.7,380.4 - 430.1 (643),2013-2015
Caldwell,NC,473.8,430.2 - 481.5 (646),2013-2015
Caldwell,MO,493.8,481.6 - 552.4 (641),2013-2015
Caldwell,KY,624.9,552.5 - 1132.8 (643),2013-2015
Caldwell,LA,926.6,552.5 - 1132.8 (643),2013-2015
Calcasieu,LA,673,552.5 - 1132.8 (643),2013-2015
Calaveras,CA,446.2,430.2 - 481.5 (646),2013-2015
Caguas,PR,302.2,147.7 - 380.3 (644),2013-2015
Caddo,LA,494.3,481.6 - 552.4 (641),2013-2015
Caddo,OK,568.6,552.5 - 1132.8 (643),2013-2015
Cache,UT,329.1,147.7 - 380.3 (644),2013-2015
Cabo Rojo,PR,279.5,147.7 - 380.3 (644),2013-2015
Cabell,WV,481.8,481.6 - 552.4 (641),2013-2015
Cabarrus,NC,414.7,380.4 - 430.1 (643),2013-2015
Butts,GA,522.3,481.6 - 552.4 (641),2013-2015
Butte,ID,341.2,147.7 - 380.3 (644),2013-2015
Butte,SD,423.4,380.4 - 430.1 (643),2013-2015
Butte,CA,442.5,430.2 - 481.5 (646),2013-2015
