County,State,Value,Category Range,Year
Franklin,NE,412.4,378.1 - 427.2 (645),2016-2018
Ford,KS,412.4,378.1 - 427.2 (645),2016-2018
Dickinson,IA,412.6,378.1 - 427.2 (645),2016-2018
Clay,IA,412.7,378.1 - 427.2 (645),2016-2018
Waldo,ME,412.7,378.1 - 427.2 (645),2016-2018
Somervell,TX,412.7,378.1 - 427.2 (645),2016-2018
Walton,FL,412.8,378.1 - 427.2 (645),2016-2018
Union,GA,412.9,378.1 - 427.2 (645),2016-2018
Shelby,KY,412.9,378.1 - 427.2 (645),2016-2018
Grant,KS,413,378.1 - 427.2 (645),2016-2018
Ida,IA,413,378.1 - 427.2 (645),2016-2018
Rankin,MS,413.1,378.1 - 427.2 (645),2016-2018
Hamilton,NY,413.1,378.1 - 427.2 (645),2016-2018
Bennington,VT,413.1,378.1 - 427.2 (645),2016-2018
Williams,ND,413.2,378.1 - 427.2 (645),2016-2018
Garrard,KY,413.2,378.1 - 427.2 (645),2016-2018
Queens,NY,413.4,378.1 - 427.2 (645),2016-2018
Green Lake,WI,413.4,378.1 - 427.2 (645),2016-2018
Perkins,SD,413.5,378.1 - 427.2 (645),2016-2018
White Pine,NV,413.5,378.1 - 427.2 (645),2016-2018
Shawnee,KS,413.5,378.1 - 427.2 (645),2016-2018
Porter,IN,413.6,378.1 - 427.2 (645),2016-2018
Lake,SD,413.6,378.1 - 427.2 (645),2016-2018
Wilson,TN,413.6,378.1 - 427.2 (645),2016-2018
Botetourt,VA,413.6,378.1 - 427.2 (645),2016-2018
St. Mary's,MD,413.7,378.1 - 427.2 (645),2016-2018
Broward,FL,413.8,378.1 - 427.2 (645),2016-2018
Washington,ID,413.9,378.1 - 427.2 (645),2016-2018
Louisa,IA,414,378.1 - 427.2 (645),2016-2018
Nelson,ND,414,378.1 - 427.2 (645),2016-2018
Erie,PA,414,378.1 - 427.2 (645),2016-2018
Sherman,OR,414.1,378.1 - 427.2 (645),2016-2018
Wexford,MI,414.1,378.1 - 427.2 (645),2016-2018
Sussex,NJ,414.2,378.1 - 427.2 (645),2016-2018
Pottawattamie,IA,414.2,378.1 - 427.2 (645),2016-2018
Genesee,NY,414.3,378.1 - 427.2 (645),2016-2018
Asotin,WA,414.3,378.1 - 427.2 (645),2016-2018
Albany,NY,414.4,378.1 - 427.2 (645),2016-2018
Telfair,GA,414.4,378.1 - 427.2 (645),2016-2018
Del Norte,CA,414.6,378.1 - 427.2 (645),2016-2018
Antrim,MI,414.7,378.1 - 427.2 (645),2016-2018
Columbia,NY,415,378.1 - 427.2 (645),2016-2018
Harvey,KS,415,378.1 - 427.2 (645),2016-2018
Harding,SD,415,378.1 - 427.2 (645),2016-2018
Sauk,WI,415.1,378.1 - 427.2 (645),2016-2018
Stone,AR,415.3,378.1 - 427.2 (645),2016-2018
Dutchess,NY,415.6,378.1 - 427.2 (645),2016-2018
Charles City,VA,415.6,378.1 - 427.2 (645),2016-2018
Wilson,TX,415.6,378.1 - 427.2 (645),2016-2018
Madison,NE,415.7,378.1 - 427.2 (645),2016-2018
Callaway,MO,415.9,378.1 - 427.2 (645),2016-2018
Grundy,IL,416.1,378.1 - 427.2 (645),2016-2018
Wadena,MN,416.4,378.1 - 427.2 (645),2016-2018
Ingham,MI,416.4,378.1 - 427.2 (645),2016-2018
York,SC,416.4,378.1 - 427.2 (645),2016-2018
Livingston,MO,416.6,378.1 - 427.2 (645),2016-2018
Harney,OR,416.8,378.1 - 427.2 (645),2016-2018
Montgomery,TX,416.8,378.1 - 427.2 (645),2016-2018
Sheridan,WY,416.8,378.1 - 427.2 (645),2016-2018
Harris,TX,417.2,378.1 - 427.2 (645),2016-2018
Kinney,TX,417.3,378.1 - 427.2 (645),2016-2018
Otero,NM,417.3,378.1 - 427.2 (645),2016-2018
Faribault,MN,417.3,378.1 - 427.2 (645),2016-2018
Sedgwick,KS,417.6,378.1 - 427.2 (645),2016-2018
Oglethorpe,GA,417.6,378.1 - 427.2 (645),2016-2018
Edwards,KS,417.7,378.1 - 427.2 (645),2016-2018
Schoolcraft,MI,417.8,378.1 - 427.2 (645),2016-2018
Yadkin,NC,417.8,378.1 - 427.2 (645),2016-2018
Uinta,WY,417.8,378.1 - 427.2 (645),2016-2018
Hancock,IL,417.9,378.1 - 427.2 (645),2016-2018
Jackson,IL,417.9,378.1 - 427.2 (645),2016-2018
Manassas,VA,418,378.1 - 427.2 (645),2016-2018
Wells,ND,418.1,378.1 - 427.2 (645),2016-2018
Harper,KS,418.2,378.1 - 427.2 (645),2016-2018
Wasco,OR,418.5,378.1 - 427.2 (645),2016-2018
Kenton,KY,418.6,378.1 - 427.2 (645),2016-2018
Tipton,IN,418.7,378.1 - 427.2 (645),2016-2018
Cayuga,NY,418.8,378.1 - 427.2 (645),2016-2018
Webster,NE,418.8,378.1 - 427.2 (645),2016-2018
Emmet,MI,418.8,378.1 - 427.2 (645),2016-2018
Will,IL,418.9,378.1 - 427.2 (645),2016-2018
Campbell,KY,418.9,378.1 - 427.2 (645),2016-2018
Chouteau,MT,419,378.1 - 427.2 (645),2016-2018
Maverick,TX,419,378.1 - 427.2 (645),2016-2018
Pierce,ND,419.2,378.1 - 427.2 (645),2016-2018
Monroe,IL,419.2,378.1 - 427.2 (645),2016-2018
Pratt,KS,419.4,378.1 - 427.2 (645),2016-2018
Griggs,ND,419.4,378.1 - 427.2 (645),2016-2018
Juniata,PA,419.4,378.1 - 427.2 (645),2016-2018
McCook,SD,419.5,378.1 - 427.2 (645),2016-2018
Uintah,UT,419.6,378.1 - 427.2 (645),2016-2018
Brown,NE,419.7,378.1 - 427.2 (645),2016-2018
Sacramento,CA,419.8,378.1 - 427.2 (645),2016-2018
Glasscock,TX,419.8,378.1 - 427.2 (645),2016-2018
Hamilton,KS,419.9,378.1 - 427.2 (645),2016-2018
Monroe,PA,420,378.1 - 427.2 (645),2016-2018
Orleans,VT,420.1,378.1 - 427.2 (645),2016-2018
Williamson,IL,420.1,378.1 - 427.2 (645),2016-2018
Gila,AZ,420.1,378.1 - 427.2 (645),2016-2018
Oneida,WI,420.2,378.1 - 427.2 (645),2016-2018
Kent,MI,420.3,378.1 - 427.2 (645),2016-2018
Luce,MI,420.3,378.1 - 427.2 (645),2016-2018
Atchison,MO,420.5,378.1 - 427.2 (645),2016-2018
Warren,OH,420.5,378.1 - 427.2 (645),2016-2018
Hendricks,IN,420.5,378.1 - 427.2 (645),2016-2018
Douglas,SD,420.5,378.1 - 427.2 (645),2016-2018
Ottawa,KS,420.6,378.1 - 427.2 (645),2016-2018
Antelope,NE,420.6,378.1 - 427.2 (645),2016-2018
Graham,NC,420.7,378.1 - 427.2 (645),2016-2018
Franklin,IN,420.7,378.1 - 427.2 (645),2016-2018
Benewah,ID,420.8,378.1 - 427.2 (645),2016-2018
Adams,PA,420.9,378.1 - 427.2 (645),2016-2018
Johnson,IL,421,378.1 - 427.2 (645),2016-2018
Clay,NC,421.1,378.1 - 427.2 (645),2016-2018
Boone,IA,421.2,378.1 - 427.2 (645),2016-2018
Benton,AR,421.2,378.1 - 427.2 (645),2016-2018
Grays Harbor,WA,421.2,378.1 - 427.2 (645),2016-2018
Rockdale,GA,421.3,378.1 - 427.2 (645),2016-2018
Fayette,IL,421.3,378.1 - 427.2 (645),2016-2018
Cheyenne,NE,421.3,378.1 - 427.2 (645),2016-2018
Schoharie,NY,421.4,378.1 - 427.2 (645),2016-2018
Sac,IA,421.4,378.1 - 427.2 (645),2016-2018
Oconto,WI,421.4,378.1 - 427.2 (645),2016-2018
Burlington,NJ,421.5,378.1 - 427.2 (645),2016-2018
Baxter,AR,421.7,378.1 - 427.2 (645),2016-2018
Marion,KS,421.8,378.1 - 427.2 (645),2016-2018
St. Tammany,LA,421.8,378.1 - 427.2 (645),2016-2018
Cassia,ID,421.9,378.1 - 427.2 (645),2016-2018
Harrison,IA,422.1,378.1 - 427.2 (645),2016-2018
Lake,CA,422.5,378.1 - 427.2 (645),2016-2018
Washington,VA,422.5,378.1 - 427.2 (645),2016-2018
Bedford County,VA,422.5,378.1 - 427.2 (645),2016-2018
Tuolumne,CA,422.8,378.1 - 427.2 (645),2016-2018
Adams,IN,422.8,378.1 - 427.2 (645),2016-2018
Long,GA,423,378.1 - 427.2 (645),2016-2018
Catawba,NC,423,378.1 - 427.2 (645),2016-2018
Suffolk,NY,423.1,378.1 - 427.2 (645),2016-2018
Putnam,OH,423.1,378.1 - 427.2 (645),2016-2018
Habersham,GA,423.1,378.1 - 427.2 (645),2016-2018
Smith,KS,423.1,378.1 - 427.2 (645),2016-2018
Wheeler,OR,423.2,378.1 - 427.2 (645),2016-2018
Nodaway,MO,423.2,378.1 - 427.2 (645),2016-2018
Washington,PA,423.2,378.1 - 427.2 (645),2016-2018
Delaware,PA,423.3,378.1 - 427.2 (645),2016-2018
Harford,MD,423.3,378.1 - 427.2 (645),2016-2018
Palo Alto,IA,423.3,378.1 - 427.2 (645),2016-2018
Nez Perce,ID,423.3,378.1 - 427.2 (645),2016-2018
Chippewa,MI,423.5,378.1 - 427.2 (645),2016-2018
Haywood,NC,423.5,378.1 - 427.2 (645),2016-2018
Montgomery,NC,423.5,378.1 - 427.2 (645),2016-2018
Alger,MI,423.6,378.1 - 427.2 (645),2016-2018
Charlton,GA,423.6,378.1 - 427.2 (645),2016-2018
Buena Vista,IA,423.8,378.1 - 427.2 (645),2016-2018
West Feliciana,LA,423.8,378.1 - 427.2 (645),2016-2018
Broome,NY,423.8,378.1 - 427.2 (645),2016-2018
Linn,OR,423.8,378.1 - 427.2 (645),2016-2018
Curry,OR,423.9,378.1 - 427.2 (645),2016-2018
Cole,MO,423.9,378.1 - 427.2 (645),2016-2018
Nueces,TX,423.9,378.1 - 427.2 (645),2016-2018
Hyde,SD,424,378.1 - 427.2 (645),2016-2018
Carroll,IN,424.1,378.1 - 427.2 (645),2016-2018
Nassau,FL,424.1,378.1 - 427.2 (645),2016-2018
Logan,IL,424.4,378.1 - 427.2 (645),2016-2018
Charlevoix,MI,424.5,378.1 - 427.2 (645),2016-2018
Lincoln,NC,424.5,378.1 - 427.2 (645),2016-2018
Dare,NC,424.5,378.1 - 427.2 (645),2016-2018
Edwards,TX,424.6,378.1 - 427.2 (645),2016-2018
Kimble,TX,424.7,378.1 - 427.2 (645),2016-2018
Warren,NJ,424.8,378.1 - 427.2 (645),2016-2018
Steuben,IN,424.8,378.1 - 427.2 (645),2016-2018
Manistee,MI,424.9,378.1 - 427.2 (645),2016-2018
Dorchester,SC,425.1,378.1 - 427.2 (645),2016-2018
Lee,AL,425.3,378.1 - 427.2 (645),2016-2018
Mesa,CO,425.4,378.1 - 427.2 (645),2016-2018
Nuckolls,NE,425.6,378.1 - 427.2 (645),2016-2018
Scott,IL,425.8,378.1 - 427.2 (645),2016-2018
Aiken,SC,425.8,378.1 - 427.2 (645),2016-2018
La Paz,AZ,425.9,378.1 - 427.2 (645),2016-2018
Otsego,NY,425.9,378.1 - 427.2 (645),2016-2018
Eaton,MI,425.9,378.1 - 427.2 (645),2016-2018
Kiowa,KS,426.1,378.1 - 427.2 (645),2016-2018
Pocahontas,WV,426.1,378.1 - 427.2 (645),2016-2018
Franklin,VT,426.3,378.1 - 427.2 (645),2016-2018
Hidalgo,NM,426.3,378.1 - 427.2 (645),2016-2018
Christian,IL,426.4,378.1 - 427.2 (645),2016-2018
Polk,FL,426.4,378.1 - 427.2 (645),2016-2018
Washington,ME,426.5,378.1 - 427.2 (645),2016-2018
Franklin,NY,426.7,378.1 - 427.2 (645),2016-2018
Lumpkin,GA,426.7,378.1 - 427.2 (645),2016-2018
Davison,SD,426.8,378.1 - 427.2 (645),2016-2018
Sussex,DE,426.9,378.1 - 427.2 (645),2016-2018
Effingham,IL,426.9,378.1 - 427.2 (645),2016-2018
Andrew,MO,426.9,378.1 - 427.2 (645),2016-2018
Perry,PA,427.1,378.1 - 427.2 (645),2016-2018
Boone,NE,427.2,378.1 - 427.2 (645),2016-2018
Craven,NC,427.2,378.1 - 427.2 (645),2016-2018
Kershaw,SC,427.3,427.3 - 473.8 (643),2016-2018
Gates,NC,427.4,427.3 - 473.8 (643),2016-2018
Harrison,IN,427.4,427.3 - 473.8 (643),2016-2018
Barry,MI,427.5,427.3 - 473.8 (643),2016-2018
San Saba,TX,427.5,427.3 - 473.8 (643),2016-2018
Butte,ID,427.7,427.3 - 473.8 (643),2016-2018
Foster,ND,427.9,427.3 - 473.8 (643),2016-2018
Rock,WI,427.9,427.3 - 473.8 (643),2016-2018
Grant,WA,428,427.3 - 473.8 (643),2016-2018
Saluda,SC,428,427.3 - 473.8 (643),2016-2018
Tarrant,TX,428.1,427.3 - 473.8 (643),2016-2018
Tyler,WV,428.1,427.3 - 473.8 (643),2016-2018
Prowers,CO,428.1,427.3 - 473.8 (643),2016-2018
Barrow,GA,428.1,427.3 - 473.8 (643),2016-2018
Lake and Peninsula,AK,428.1,427.3 - 473.8 (643),2016-2018
Tama,IA,428.2,427.3 - 473.8 (643),2016-2018
Potter,PA,428.2,427.3 - 473.8 (643),2016-2018
Mackinac,MI,428.3,427.3 - 473.8 (643),2016-2018
Nance,NE,428.4,427.3 - 473.8 (643),2016-2018
Saline,NE,428.5,427.3 - 473.8 (643),2016-2018
Aurora,SD,428.5,427.3 - 473.8 (643),2016-2018
Dickinson,MI,428.6,427.3 - 473.8 (643),2016-2018
Prince of Wales-Hyder,AK,428.6,427.3 - 473.8 (643),2016-2018
Brevard,FL,428.7,427.3 - 473.8 (643),2016-2018
Cleveland,OK,428.8,427.3 - 473.8 (643),2016-2018
Fannin,GA,428.9,427.3 - 473.8 (643),2016-2018
Sumner,KS,429,427.3 - 473.8 (643),2016-2018
Warren,PA,429,427.3 - 473.8 (643),2016-2018
Coweta,GA,429.1,427.3 - 473.8 (643),2016-2018
Lincoln,LA,429.2,427.3 - 473.8 (643),2016-2018
American Samoa,AS,429.2,427.3 - 473.8 (643),2016-2018
Richardson,NE,429.3,427.3 - 473.8 (643),2016-2018
Anne Arundel,MD,429.4,427.3 - 473.8 (643),2016-2018
Baca,CO,429.5,427.3 - 473.8 (643),2016-2018
Tippecanoe,IN,429.6,427.3 - 473.8 (643),2016-2018
Klamath,OR,429.6,427.3 - 473.8 (643),2016-2018
Delta,MI,429.7,427.3 - 473.8 (643),2016-2018
Winnebago,IA,429.7,427.3 - 473.8 (643),2016-2018
Trinity,CA,429.7,427.3 - 473.8 (643),2016-2018
Wheeler,NE,429.8,427.3 - 473.8 (643),2016-2018
Hand,SD,429.8,427.3 - 473.8 (643),2016-2018
Nassau,NY,429.9,427.3 - 473.8 (643),2016-2018
Huntingdon,PA,430,427.3 - 473.8 (643),2016-2018
Berkeley,WV,430,427.3 - 473.8 (643),2016-2018
Poquoson,VA,430,427.3 - 473.8 (643),2016-2018
Caroline,VA,430.1,427.3 - 473.8 (643),2016-2018
Shawano,WI,430.1,427.3 - 473.8 (643),2016-2018
Guadalupe,NM,430.2,427.3 - 473.8 (643),2016-2018
Clay,NE,430.2,427.3 - 473.8 (643),2016-2018
Muskegon,MI,430.3,427.3 - 473.8 (643),2016-2018
Carteret,NC,430.4,427.3 - 473.8 (643),2016-2018
Lassen,CA,430.4,427.3 - 473.8 (643),2016-2018
Trempealeau,WI,430.4,427.3 - 473.8 (643),2016-2018
Cumberland,PA,430.4,427.3 - 473.8 (643),2016-2018
Calhoun,SC,430.5,427.3 - 473.8 (643),2016-2018
Kossuth,IA,430.6,427.3 - 473.8 (643),2016-2018
Sangamon,IL,430.8,427.3 - 473.8 (643),2016-2018
Gadsden,FL,430.8,427.3 - 473.8 (643),2016-2018
Weber,UT,430.8,427.3 - 473.8 (643),2016-2018
Marquette,MI,430.9,427.3 - 473.8 (643),2016-2018
Sevier,UT,431,427.3 - 473.8 (643),2016-2018
Garfield,NE,431.1,427.3 - 473.8 (643),2016-2018
Gem,ID,431.1,427.3 - 473.8 (643),2016-2018
Butler,PA,431.2,427.3 - 473.8 (643),2016-2018
Spencer,KY,431.4,427.3 - 473.8 (643),2016-2018
Osceola,FL,431.5,427.3 - 473.8 (643),2016-2018
Macon,IL,431.7,427.3 - 473.8 (643),2016-2018
Rosebud,MT,431.8,427.3 - 473.8 (643),2016-2018
Jefferson,WV,431.9,427.3 - 473.8 (643),2016-2018
Uvalde,TX,432,427.3 - 473.8 (643),2016-2018
Ramsey,ND,432,427.3 - 473.8 (643),2016-2018
Benson,ND,432.1,427.3 - 473.8 (643),2016-2018
Shelby,IN,432.1,427.3 - 473.8 (643),2016-2018
Mathews,VA,432.1,427.3 - 473.8 (643),2016-2018
Tom Green,TX,432.2,427.3 - 473.8 (643),2016-2018
Madison,OH,432.2,427.3 - 473.8 (643),2016-2018
Sheboygan,WI,432.3,427.3 - 473.8 (643),2016-2018
Menominee,MI,432.4,427.3 - 473.8 (643),2016-2018
Shelby,IL,432.4,427.3 - 473.8 (643),2016-2018
Schley,GA,432.6,427.3 - 473.8 (643),2016-2018
Pittsylvania,VA,432.6,427.3 - 473.8 (643),2016-2018
Rockwall,TX,432.6,427.3 - 473.8 (643),2016-2018
Bradford,PA,432.8,427.3 - 473.8 (643),2016-2018
Allegany,NY,432.8,427.3 - 473.8 (643),2016-2018
Jefferson,KY,433,427.3 - 473.8 (643),2016-2018
Leon,TX,433.1,427.3 - 473.8 (643),2016-2018
Yellowstone,MT,433.2,427.3 - 473.8 (643),2016-2018
Sutter,CA,433.4,427.3 - 473.8 (643),2016-2018
Lincoln,NV,433.5,427.3 - 473.8 (643),2016-2018
Nemaha,NE,433.5,427.3 - 473.8 (643),2016-2018
Culberson,TX,433.6,427.3 - 473.8 (643),2016-2018
Parker,TX,433.7,427.3 - 473.8 (643),2016-2018
Hutchinson,SD,433.7,427.3 - 473.8 (643),2016-2018
Putnam,FL,433.7,427.3 - 473.8 (643),2016-2018
Golden Valley,MT,433.8,427.3 - 473.8 (643),2016-2018
Westmoreland,VA,433.8,427.3 - 473.8 (643),2016-2018
Price,WI,433.9,427.3 - 473.8 (643),2016-2018
Rooks,KS,433.9,427.3 - 473.8 (643),2016-2018
Montgomery,IL,433.9,427.3 - 473.8 (643),2016-2018
Delta,CO,434,427.3 - 473.8 (643),2016-2018
Pamlico,NC,434,427.3 - 473.8 (643),2016-2018
Cook,IL,434.3,427.3 - 473.8 (643),2016-2018
Vanderburgh,IN,434.3,427.3 - 473.8 (643),2016-2018
Logan,KY,434.3,427.3 - 473.8 (643),2016-2018
Meade,KS,434.4,427.3 - 473.8 (643),2016-2018
Peoria,IL,434.4,427.3 - 473.8 (643),2016-2018
Banks,GA,434.4,427.3 - 473.8 (643),2016-2018
Butler,KS,434.5,427.3 - 473.8 (643),2016-2018
Wahkiakum,WA,434.5,427.3 - 473.8 (643),2016-2018
Chesapeake,VA,435,427.3 - 473.8 (643),2016-2018
Clark,KS,435,427.3 - 473.8 (643),2016-2018
Avery,NC,435.2,427.3 - 473.8 (643),2016-2018
Charles Mix,SD,435.2,427.3 - 473.8 (643),2016-2018
Bastrop,TX,435.4,427.3 - 473.8 (643),2016-2018
Franklin,NC,435.4,427.3 - 473.8 (643),2016-2018
Rensselaer,NY,435.6,427.3 - 473.8 (643),2016-2018
Calvert,MD,435.7,427.3 - 473.8 (643),2016-2018
Midland,TX,435.7,427.3 - 473.8 (643),2016-2018
Johnson,IN,435.9,427.3 - 473.8 (643),2016-2018
Jefferson,NE,436,427.3 - 473.8 (643),2016-2018
Lyman,SD,436.1,427.3 - 473.8 (643),2016-2018
Moultrie,IL,436.2,427.3 - 473.8 (643),2016-2018
Crook,OR,436.3,427.3 - 473.8 (643),2016-2018
Westmoreland,PA,436.3,427.3 - 473.8 (643),2016-2018
Caldwell,TX,436.5,427.3 - 473.8 (643),2016-2018
Jackson,MO,436.5,427.3 - 473.8 (643),2016-2018
Treasure,MT,436.6,427.3 - 473.8 (643),2016-2018
Newaygo,MI,436.6,427.3 - 473.8 (643),2016-2018
Waller,TX,436.6,427.3 - 473.8 (643),2016-2018
Tazewell,IL,436.7,427.3 - 473.8 (643),2016-2018
Barton,KS,436.7,427.3 - 473.8 (643),2016-2018
Black Hawk,IA,436.8,427.3 - 473.8 (643),2016-2018
Sawyer,WI,436.8,427.3 - 473.8 (643),2016-2018
Menard,TX,436.9,427.3 - 473.8 (643),2016-2018
Adams,WI,437,427.3 - 473.8 (643),2016-2018
Knox,TN,437.1,427.3 - 473.8 (643),2016-2018
Hernando,FL,437.1,427.3 - 473.8 (643),2016-2018
Buchanan,IA,437.2,427.3 - 473.8 (643),2016-2018
Sutton,TX,437.2,427.3 - 473.8 (643),2016-2018
Greene,NY,437.3,427.3 - 473.8 (643),2016-2018
Osage,MO,437.4,427.3 - 473.8 (643),2016-2018
Cleburne,AR,437.5,427.3 - 473.8 (643),2016-2018
Riverside,CA,437.6,427.3 - 473.8 (643),2016-2018
Meade,KY,437.7,427.3 - 473.8 (643),2016-2018
Union,OH,437.7,427.3 - 473.8 (643),2016-2018
Cowlitz,WA,437.7,427.3 - 473.8 (643),2016-2018
Suffolk,VA,437.8,427.3 - 473.8 (643),2016-2018
Dauphin,PA,437.9,427.3 - 473.8 (643),2016-2018
Charles,MD,437.9,427.3 - 473.8 (643),2016-2018
Socorro,NM,438,427.3 - 473.8 (643),2016-2018
Steuben,NY,438,427.3 - 473.8 (643),2016-2018
Des Moines,IA,438,427.3 - 473.8 (643),2016-2018
Licking,OH,438.1,427.3 - 473.8 (643),2016-2018
Fremont,ID,438.2,427.3 - 473.8 (643),2016-2018
Gonzales,TX,438.3,427.3 - 473.8 (643),2016-2018
Oldham,TX,438.4,427.3 - 473.8 (643),2016-2018
Walker,TX,438.6,427.3 - 473.8 (643),2016-2018
Piscataquis,ME,438.6,427.3 - 473.8 (643),2016-2018
Bexar,TX,438.7,427.3 - 473.8 (643),2016-2018
Susquehanna,PA,438.7,427.3 - 473.8 (643),2016-2018
Scurry,TX,438.9,427.3 - 473.8 (643),2016-2018
Wheeler,GA,438.9,427.3 - 473.8 (643),2016-2018
Tioga,PA,439.2,427.3 - 473.8 (643),2016-2018
Briscoe,TX,439.3,427.3 - 473.8 (643),2016-2018
Cass,IN,439.4,427.3 - 473.8 (643),2016-2018
Saginaw,MI,439.4,427.3 - 473.8 (643),2016-2018
Kent,MD,439.6,427.3 - 473.8 (643),2016-2018
Musselshell,MT,439.6,427.3 - 473.8 (643),2016-2018
Russell,KS,439.6,427.3 - 473.8 (643),2016-2018
Merced,CA,439.6,427.3 - 473.8 (643),2016-2018
Kings,CA,439.7,427.3 - 473.8 (643),2016-2018
Leavenworth,KS,439.8,427.3 - 473.8 (643),2016-2018
Bartholomew,IN,440,427.3 - 473.8 (643),2016-2018
Dallas,TX,440.1,427.3 - 473.8 (643),2016-2018
Keweenaw,MI,440.5,427.3 - 473.8 (643),2016-2018
Marinette,WI,440.6,427.3 - 473.8 (643),2016-2018
Menominee,WI,440.7,427.3 - 473.8 (643),2016-2018
Campbell,VA,440.7,427.3 - 473.8 (643),2016-2018
Oneida,ID,440.7,427.3 - 473.8 (643),2016-2018
Atchison,KS,440.8,427.3 - 473.8 (643),2016-2018
Fountain,IN,440.9,427.3 - 473.8 (643),2016-2018
Johnston,NC,440.9,427.3 - 473.8 (643),2016-2018
Santa Rosa,FL,441.1,427.3 - 473.8 (643),2016-2018
Osage,KS,441.2,427.3 - 473.8 (643),2016-2018
Cheboygan,MI,441.4,427.3 - 473.8 (643),2016-2018
Monroe,WV,441.4,427.3 - 473.8 (643),2016-2018
Ogle,IL,441.5,427.3 - 473.8 (643),2016-2018
San Joaquin,CA,441.5,427.3 - 473.8 (643),2016-2018
Gloucester,VA,441.7,427.3 - 473.8 (643),2016-2018
Cooke,TX,441.7,427.3 - 473.8 (643),2016-2018
Grant,NE,441.8,427.3 - 473.8 (643),2016-2018
Forest,WI,441.9,427.3 - 473.8 (643),2016-2018
Mills,TX,442,427.3 - 473.8 (643),2016-2018
Kings,NY,442.1,427.3 - 473.8 (643),2016-2018
Somerset,ME,442.1,427.3 - 473.8 (643),2016-2018
Anderson,KY,442.2,427.3 - 473.8 (643),2016-2018
Keokuk,IA,442.5,427.3 - 473.8 (643),2016-2018
Boyle,KY,442.6,427.3 - 473.8 (643),2016-2018
Caldwell,MO,442.7,427.3 - 473.8 (643),2016-2018
Perry,IL,442.8,427.3 - 473.8 (643),2016-2018
Concho,TX,442.8,427.3 - 473.8 (643),2016-2018
Irion,TX,442.8,427.3 - 473.8 (643),2016-2018
Racine,WI,442.8,427.3 - 473.8 (643),2016-2018
Rutherford,TN,442.9,427.3 - 473.8 (643),2016-2018
Sumner,TN,442.9,427.3 - 473.8 (643),2016-2018
Cumberland,TN,442.9,427.3 - 473.8 (643),2016-2018
Yoakum,TX,443,427.3 - 473.8 (643),2016-2018
Hancock,IA,443.1,427.3 - 473.8 (643),2016-2018
Burke,NC,443.3,427.3 - 473.8 (643),2016-2018
Pitt,NC,443.4,427.3 - 473.8 (643),2016-2018
Jones,GA,443.5,427.3 - 473.8 (643),2016-2018
Abbeville,SC,443.5,427.3 - 473.8 (643),2016-2018
Clermont,OH,443.7,427.3 - 473.8 (643),2016-2018
Indiana,PA,443.8,427.3 - 473.8 (643),2016-2018
Lancaster,VA,444.1,427.3 - 473.8 (643),2016-2018
McCone,MT,444.1,427.3 - 473.8 (643),2016-2018
Lawrence,IN,444.2,427.3 - 473.8 (643),2016-2018
Pierce,WA,444.2,427.3 - 473.8 (643),2016-2018
Mercer,IL,444.3,427.3 - 473.8 (643),2016-2018
De Witt,IL,444.3,427.3 - 473.8 (643),2016-2018
Petroleum,MT,444.3,427.3 - 473.8 (643),2016-2018
Livingston,MI,444.3,427.3 - 473.8 (643),2016-2018
Henry,OH,444.3,427.3 - 473.8 (643),2016-2018
Dickinson,KS,444.7,427.3 - 473.8 (643),2016-2018
Ionia,MI,444.8,427.3 - 473.8 (643),2016-2018
Lebanon,PA,444.8,427.3 - 473.8 (643),2016-2018
Wayne,WV,444.9,427.3 - 473.8 (643),2016-2018
Northumberland,VA,444.9,427.3 - 473.8 (643),2016-2018
Big Horn,MT,444.9,427.3 - 473.8 (643),2016-2018
Athens,OH,444.9,427.3 - 473.8 (643),2016-2018
O'Brien,IA,444.9,427.3 - 473.8 (643),2016-2018
Harris,GA,445,427.3 - 473.8 (643),2016-2018
Surry,NC,445,427.3 - 473.8 (643),2016-2018
Mariposa,CA,445.2,427.3 - 473.8 (643),2016-2018
Nelson,KY,445.3,427.3 - 473.8 (643),2016-2018
Pender,NC,445.3,427.3 - 473.8 (643),2016-2018
Brazoria,TX,445.5,427.3 - 473.8 (643),2016-2018
Buena Vista,VA,445.6,427.3 - 473.8 (643),2016-2018
Nelson,VA,445.8,427.3 - 473.8 (643),2016-2018
Franklin,IL,445.8,427.3 - 473.8 (643),2016-2018
Warren,VA,445.9,427.3 - 473.8 (643),2016-2018
Victoria,TX,445.9,427.3 - 473.8 (643),2016-2018
Winnebago,IL,446,427.3 - 473.8 (643),2016-2018
Erie,NY,446,427.3 - 473.8 (643),2016-2018
Schenectady,NY,446.1,427.3 - 473.8 (643),2016-2018
Richland,SC,446.1,427.3 - 473.8 (643),2016-2018
Wayne,OH,446.2,427.3 - 473.8 (643),2016-2018
Warren,MO,446.2,427.3 - 473.8 (643),2016-2018
Prince George's,MD,446.3,427.3 - 473.8 (643),2016-2018
Cumberland,IL,446.3,427.3 - 473.8 (643),2016-2018
Grundy,IA,446.3,427.3 - 473.8 (643),2016-2018
Florence,WI,446.3,427.3 - 473.8 (643),2016-2018
Waynesboro,VA,446.4,427.3 - 473.8 (643),2016-2018
Mitchell,KS,446.4,427.3 - 473.8 (643),2016-2018
Lee,IL,446.7,427.3 - 473.8 (643),2016-2018
